"","X1","X2","X3","Order_reshape"
"5861717","5062720","5696298","5098725","5861717"
"5861718","6452168","6070588","6394575","5861718"
"5861719","5516108","5616991","6106614","5861719"
"5861721","5206601","6236158","6048968","5861721"
"5861722","6207389","5530636","6416354","5861722"
"5861723","5768334","5962679","6344199","5861723"
"5861724","5458582","5480107","6027326","5861724"
"5861725","6056211","5523317","5703394","5861725"
"5861728","5703323","6365762","5321715","5861728"
"5861729","5537711","5012212","6012959","5861729"
"5861752","4140980","5840166","4644981","5861752"
"5861781","6056181","5890588","5624179","5861781"
"5861782","5876178","6308108","5084298","5861782"
"5861785","5746606","5033886","4947502","5861785"
"5861789","5760972","6322510","6228922","5861789"
"5861793","4961880","5609805","6704151","5861793"
"5861809","5761018","5869013","5789818","5861809"
"5861812","5919410","6617754","6531346","5861812"
"5861830","6596144","5984208","5703451","5861830"
"5861832","5113087","5069922","6229087","5861832"
"5861834","6711440","6437924","5573924","5861834"
"5861841","6848335","5854694","6365862","5861841"
"5861842","6560262","5797104","6236256","5861842"
"5861844","6192989","6891553","5674733","5861844"
"5861850","6797893","6905744","6106612","5861850"
"5861851","6905806","6790745","6812364","5861851"
"5861852","6286741","5703400","6646608","5861852"
"5861853","5617095","5609721","6286580","5861853"
"5861854","6041837","5242734","5840277","5861854"
"5861855","6351562","5617097","5545111","5861855"
"5861857","5991441","5141801","6459591","5861857"
"5861858","5789727","6243412","6416177","5861858"
"5861859","4997911","6286575","6250569","5861859"
"5861860","5055526","6725723","6113836","5861860"
"5861861","6913011","5595493","5717873","5861861"
"5861863","6135485","6797897","6466569","5861863"
"5861864","4961904","5033896","5609857","5861864"
"5861865","6336998","5847477","6214507","5861865"
"5861866","5235536","6236214","5725086","5861866"
"5861867","6567531","6884197","6113838","5861867"
"5861868","6308360","5717904","6812298","5861868"
"5861870","6761933","6732963","6553155","5861870"
"5861872","6034731","6351555","5012306","5861872"
"5861874","6877095","6286767","5487503","5861874"
"5861875","5725085","6329851","6401787","5861875"
"5861877","6531566","6869744","6877098","5861877"
"5861878","5609942","5761080","6301140","5861878"
"5861880","6797896","6639492","6394742","5861880"
"5861881","5746713","6639409","5768275","5861881"
"5861882","6459591","5739534","5725102","5861882"
"5861883","5408326","6200217","6884296","5861883"
"5861886","6740242","6135433","6740237","5861886"
"5861889","6056311","6898790","6913176","5861889"
"5861891","6905793","5991482","6524261","5861891"
"5861892","5386676","5307492","5631444","5861892"
"5861897","6718597","6790749","6315443","5861897"
"5861898","6005912","5012330","6466625","5861898"
"5861902","6214657","6293881","6437893","5861902"
"5861903","5069930","6884338","6437944","5861903"
"5861904","5365086","6668190","5408330","5861904"
"5861905","6761726","5926642","6891580","5861905"
"5861906","6675569","6070705","6236239","5861906"
"5861911","6689975","5213927","6020296","5861911"
"5861913","6005879","6351476","6876969","5861913"
"5861914","6596230","6826700","6560337","5861914"
"5861915","6185927","5091502","6805020","5861915"
"5861919","5566634","6898602","5797114","5861919"
"5861923","5703540","6257815","6416325","5861923"
"5861924","6538681","6344290","5321892","5861924"
"5861927","5667505","5638668","6056306","5861927"
"5861928","5552233","5804322","6193092","5861928"
"5861929","6020279","5545143","6257887","5861929"
"5861930","5818648","6876993","6293831","5861930"
"5861936","6826616","6473966","6250631","5861936"
"5861940","6157027","6322761","6581770","5861940"
"5861943","4594718","6178927","4501085","5861943"
"5861944","6308437","6315613","6834060","5861944"
"5861945","5955647","6337235","6445197","5861945"
"5861950","5876371","5602826","5638800","5861950"
"5861951","6070744","5358023","5286025","5861951"
"5861952","6329945","6286745","6279543","5861952"
"5861953","6243552","6301202","6236347","5861953"
"5861954","5458836","5862019","5502020","5861954"
"5861957","6135601","6387592","5487607","5861957"
"5861958","6121153","6149956","5797244","5861958"
"5861961","6207552","5833226","5350823","5861961"
"5861978","5689161","5552372","5393987","5861978"
"5861991","5854823","6034784","5861990","5861991"
"5862002","5890795","5516409","5257228","5862002"
"5862003","5898001","5307630","5869198","5862003"
"5862004","6020409","5667620","5984418","5862004"
"5862006","5674802","6013177","5574028","5862006"
"5862012","5948403","5969984","5962783","5862012"
"5862013","6027586","5970015","5883606","5862013"
"5862015","6308400","6006000","5869221","5862015"
"5862021","6020381","6164353","6041990","5862021"
"5862022","6049167","6229161","5840428","5862022"
"5862028","5840374","5278830","6452393","5862028"
"5862029","5487610","5725191","5451584","5862029"
"5862032","5487636","5631613","5934010","5862032"
"5862034","5415626","5775564","6207589","5862034"
"5862035","5775558","5595613","6005974","5862035"
"5862036","5833190","5624366","5336428","5862036"
"5862037","6128406","5912408","6092425","5862037"
"5862038","5581224","5653208","6070789","5862038"
"5862039","5919619","5624411","6200398","5862039"
"5862041","5818779","5717958","5667606","5862041"
"5862141","6020531","5422738","6171623","5862141"
"5862150","6034936","4637930","4940390","5862150"
"5862151","4580325","6444933","6322534","5862151"
"5862153","6668461","6589202","6438006","5862153"
"5862154","6006149","5070204","6085341","5862154"
"5862155","6265331","5098987","5422973","5862155"
"5862156","6726105","6106947","5379783","5862156"
"5862158","6258133","5091807","6625308","5862158"
"5862159","6538924","6294131","5458969","5862159"
"5862160","5444580","5667772","6488519","5862160"
"5862161","5595769","4508612","5430178","5862161"
"5862162","6841302","5099004","6193343","5862162"
"5862163","6344529","6042157","6495715","5862163"
"5862165","5804566","4523010","6301331","5862165"
"5862166","6258133","5091807","6625308","5862166"
"5862167","6517315","6596525","6142938","5862167"
"5863517","5957117",NA,NA,"5863517"
"5863523","6785169","5827520","5827518","5863523"
"5868785","6739976","5155999","6106391","5868785"
"5868857","6156867","6120859","6423272","5868857"
"5868874","4450476","6725602","6156877","5868874"
"5868875","5120089","6034475","5292876","5868875"
"5868876","5098476","4954498","5976878","5868876"
"5868879","4788898","4875308","4688099","5868879"
"5868897","5681698","5415288","5818485","5868897"
"5868903","4997669","6408902","6020096","5868903"
"5868904","5458702","5357932","5033819","5868904"
"5868905","5321714","6142576","6171376","5868905"
"5868906","5725135","5523477","5134611","5868906"
"5868907","5321711","6128109","5372106","5868907"
"5868908","5840108","6365800","5350606","5868908"
"5868910","5163409","4969118","5890657","5868910"
"5868915","6610735","6380193","5869054","5868915"
"5868916","6488109","5775390","6070598","5868916"
"5868918","5609793","5544995","6365775","5868918"
"5868919","5933722","5818589","6236196","5868919"
"5868920","6502567","6387352","6344181","5868920"
"5868921","5976910","5883328","6236174","5868921"
"5868922","6106510","5364906","5782512","5868922"
"5868923","5278504","6380155","5717891","5868923"
"5868924","5825700","6128109","5321711","5868924"
"5868926","5890512","5926512","6077789","5868926"
"5868928","6084979","5516177","5573794","5868928"
"5868929","6106739","6768928","6279316","5868929"
"5868930","6387337","6077736","6041740","5868930"
"5868940","5422603","6517202","4990716","5868940"
"5868942","6178527","6092137","5509060","5868942"
"5868948","5775347","5796946","5933744","5868948"
"5868952","5040979","5962570","5264171","5868952"
"5868980","5235395","5559456","6315310","5868980"
"5868990","5300274","5386511","5429781","5868990"
"5868996","5019414","6048980","6444943","5868996"
"5869029","5941024","6632282","6661082","5869029"
"5869030","5473131","6905731","5854698","5869030"
"5869032","6106591","5120302","5177886","5869032"
"5869033","6466625","6517087","6387543","5869033"
"5869035","5177887","6077972","6812154","5869035"
"5869037","6351415","6509810","6243432","5869037"
"5869040","6502690","6617870","6747472","5869040"
"5869041","5818688","6445027","5703433","5869041"
"5869043","6380329","5941144","6567561","5869043"
"5869048","6113811","5775400","6567361","5869048"
"5869049","6207417","6509769","6819332","5869049"
"5869050","5667488","6495549","6574653","5869050"
"5869051","6891523","6891492","5739443","5869051"
"5869052","6279462","6394599","6243414","5869052"
"5869053","6365968","6387541","6358604","5869053"
"5869055","6228995","5905097","6905822","5869055"
"5869057","6394586","5725098","6610729","5869057"
"5869058","5912252","6185807","6135424","5869058"
"5869060","6380189","5883464","6365855","5869060"
"5869061","6401787","5725085","6164371","5869061"
"5869064","5926654","6121037","6128230","5869064"
"5869066","6337170","5969853","6805022","5869066"
"5869069","6394653","5890703","4940322","5869069"
"5869070","6279406","6005888","6805098","5869070"
"5869071","6905823","6358766","6401804","5869071"
"5869072","6560337","6596230","6826700","5869072"
"5869073","6740240","6020329","6898695","5869073"
"5869074","6610755","5746673","6769115","5869074"
"5869075","5163542","6704175","4954607","5869075"
"5869076","6207424","5760980","6106629","5869076"
"5869077","6322611","6502628","6689947","5869077"
"5869078","5739474","6250574","6264972","5869078"
"5869079","6056273","5703502","6473771","5869079"
"5869082","5422733","6365910","6841070","5869082"
"5869083","6337170","5969853","6805022","5869083"
"5869084","6625013","6675416","6711387","5869084"
"5869085","5717920","6790763","6905893","5869085"
"5869086","6848384","6466648","6308320","5869086"
"5869089","6596339","6466781","6416214","5869089"
"5869090","6430706","5869104","6437823","5869090"
"5869091","6063481","5797122","6625139","5869091"
"5869103","6257886","6912942","6675366","5869103"
"5869105","5789908","6301109","6358666","5869105"
"5869107","6056307","5278691","5797114","5869107"
"5869108","6329880","6754775","6128261","5869108"
"5869109","6373076","5336287","6912931","5869109"
"5869112","6697170","5919514","6207445","5869112"
"5869113","6473847","6351424","6869968","5869113"
"5869114","6733089","6790746","6430627","5869114"
"5869115","6106645","6509831","6272221","5869115"
"5869118","6236293","6142686","6049106","5869118"
"5869119","6805044","6286716","5861910","5869119"
"5869121","6365962","6221885","6610611","5869121"
"5869124","6481049","6913178","6272286","5869124"
"5869127","5458731","6776161","5782718","5869127"
"5869128","5537928","5681850","6495527","5869128"
"5869129","5912328","6826782","5379484","5869129"
"5869130","6423586","5768222","5991490","5869130"
"5869136","6452308","5948276","6833793","5869136"
"5869138","5991316","5861708","5883390","5869138"
"5869139","5631400","6394656","6761826","5869139"
"5869140","5804283","6805037","6056276","5869140"
"5869144","4846741","4601919","4745959","5869144"
"5869150","5710817","5473244","5646008","5869150"
"5869151","6027612","5732433","5286041","5869151"
"5869152","6214784","5717978","5883585","5869152"
"5869153","6229150","6013220","5876357","5869153"
"5869154","5624366","5833190","5386816","5869154"
"5869155","5768360","5660399","5869220","5869155"
"5869157","6171625","5998838","6186028","5869157"
"5869161","5293242","5732385","5718009","5869161"
"5869167","5574016","5487630","6185941","5869167"
"5869169","5717959","6178794","5257247","5869169"
"5869170","6070784","5941192","5955626","5869170"
"5869189","5286022","6193149","5566816","5869189"
"5869190","5991578","5933986","6020394","5869190"
"5869192","5962782","5566804","6322751","5869192"
"5869193","5897986","5494808","5962812","5869193"
"5869202","6250797","5934021","5905168","5869202"
"5869203","6020400","5768428","5854773","5869203"
"5869204","5797205","5559604","5660412","5869204"
"5869207","5926768","5588419","5681997","5869207"
"5869209","5826012","6099559","6142745","5869209"
"5869211","5962792","6315551","6013188","5869211"
"5869213","5890801","5898015","5991634","5869213"
"5869214","5458792","6099590","5264427","5869214"
"5869219","5674772","5350845","6063581","5869219"
"5869222","6279597","5271623","6186024","5869222"
"5869225","5977169","6027610","5437236","5869225"
"5869227","5465999","5732428","5257228","5869227"
